Disease,Country,Hospital_Type,Treatment_Type,Stay_Days,City,Room_Type,Treatment_Cost,Travel_Expense,Stay_Cost,Total_Cost
Knee Replacement,USA,Private,Surgical,9.0,Bangkok,Semi-Private,16419.03,3149.71,1714.46,21283.2
Spinal Fusion,France,Private,Radiotherapy,15.0,Kuala Lumpur,Semi-Private,18179.78,2818.6,2990.08,23988.46
Cataract Surgery,USA,Premium International,Surgical,9.0,Seoul,Semi-Private,6320.73,2544.95,2509.33,11375.01
Knee Replacement,UK,Public,Radiotherapy,3.0,Singapore,General Ward,5615.6,2590.91,397.52,8604.03
Heart Bypass,France,Public,Non-Surgical,39.0,Kuala Lumpur,Private,38453.16,2648.16,16107.46,57208.79
Cosmetic Surgery,France,Private,Non-Surgical,12.0,Seoul,Private,10816.04,1908.66,7080.4,19805.1
Cataract Surgery,USA,Public,Non-Surgical,26.0,Istanbul,General Ward,4447.67,3391.56,2669.37,10508.6
Knee Replacement,Canada,Public,Radiotherapy,24.0,Singapore,General Ward,13446.05,1337.94,3910.66,18694.65
Cosmetic Surgery,Germany,Public,Chemotherapy,15.0,Bangkok,General Ward,14080.23,1114.3,1555.16,16749.69
Heart Bypass,USA,Private,Radiotherapy,22.0,Istanbul,Private,31847.01,3663.99,8734.8,44245.8
Cosmetic Surgery,Australia,Premium International,Non-Surgical,5.0,Singapore,Semi-Private,12091.25,1714.68,1499.27,15305.2
Heart Bypass,UK,Premium International,Radiotherapy,8.0,Kuala Lumpur,Semi-Private,42304.45,1445.26,1598.26,45347.97
Dental Implants,UK,Public,Radiotherapy,21.0,Dubai,VIP Suite,4046.56,932.68,31524.37,36503.61
Dental Implants,UAE,Premium International,Surgical,6.0,Kuala Lumpur,VIP Suite,10575.03,939.71,5730.65,17245.39
Cosmetic Surgery,UAE,Premium International,Surgical,18.0,Dubai,Semi-Private,12797.54,2482.51,5473.37,20753.42
Dental Implants,Australia,Private,Surgical,,Kuala Lumpur,General Ward,9835.91,857.49,551.31,11244.71
Dental Implants,UAE,Premium International,Non-Surgical,20.0,Singapore,VIP Suite,12288.69,1713.16,27969.87,41971.71
Cataract Surgery,USA,Public,Chemotherapy,6.0,Singapore,Private,6034.01,756.15,3562.01,10352.17
Oncology Treatment,Germany,Public,Chemotherapy,17.0,Dubai,Private,12949.39,979.41,10138.63,24067.42
Dental Implants,Australia,Premium International,Chemotherapy,,Istanbul,VIP Suite,3463.36,753.77,6961.32,11178.46
Dental Implants,UK,Public,Surgical,14.0,Seoul,General Ward,5296.71,2723.3,1931.35,9951.36
Cosmetic Surgery,Germany,Premium International,Surgical,27.0,Singapore,Semi-Private,16175.37,1509.75,7692.87,25377.99
Knee Replacement,Australia,Public,Non-Surgical,10.0,Mumbai,Semi-Private,13699.32,2834.86,1953.84,18488.02
Dental Implants,Australia,Public,Surgical,18.0,Mumbai,VIP Suite,4389.2,1191.72,17465.98,23046.9
Dental Implants,UAE,Premium International,Surgical,14.0,Istanbul,General Ward,7831.83,2401.19,1397.93,11630.94
Knee Replacement,Australia,Public,Radiotherapy,5.0,Singapore,Semi-Private,10733.95,2648.71,1700.2,15082.87
Spinal Fusion,USA,Premium International,Surgical,15.0,Bangkok,General Ward,20311.39,1792.54,1408.48,23512.42
Spinal Fusion,USA,Premium International,Non-Surgical,11.0,Dubai,Private,6842.91,3705.47,6135.5,16683.88
Knee Replacement,Australia,Public,Surgical,5.0,Singapore,VIP Suite,15111.97,615.48,7253.11,22980.55
Cataract Surgery,UK,Private,Radiotherapy,22.0,Singapore,VIP Suite,10955.96,3066.54,33680.65,47703.16
Oncology Treatment,UAE,Private,Surgical,12.0,Kuala Lumpur,Private,14732.8,1101.64,4789.93,20624.37
Heart Bypass,USA,Public,Radiotherapy,19.0,Singapore,VIP Suite,7205.13,1174.02,29676.82,38055.97
Heart Bypass,Australia,Public,Chemotherapy,35.0,Seoul,Private,11772.33,849.71,21627.21,34249.26
Heart Bypass,Canada,Private,Chemotherapy,11.0,Istanbul,Semi-Private,37004.71,3809.78,2319.75,43134.23
Knee Replacement,France,Public,Radiotherapy,21.0,Istanbul,VIP Suite,8873.63,2882.49,23596.67,35352.79
Dental Implants,UAE,Public,Chemotherapy,4.0,Istanbul,VIP Suite,5125.53,2566.44,4160.36,11852.33
Dental Implants,Australia,Public,Chemotherapy,3.0,Seoul,Private,3050.26,2404.51,1726.68,7181.45
Cataract Surgery,UK,Private,Non-Surgical,7.0,Dubai,General Ward,12515.89,990.9,950.68,14457.48
Knee Replacement,USA,Private,Chemotherapy,5.0,Mumbai,VIP Suite,17093.18,2780.14,5044.98,24918.3
Oncology Treatment,UK,Premium International,Chemotherapy,29.0,Bangkok,Private,62338.55,2331.54,11003.87,75673.96
Oncology Treatment,France,Premium International,Surgical,6.0,Seoul,VIP Suite,33794.97,1371.26,9446.86,44613.09
Spinal Fusion,UAE,Premium International,Surgical,38.0,Seoul,Private,24404.26,2694.06,23771.48,50869.8
Heart Bypass,USA,Public,Chemotherapy,9.0,Seoul,VIP Suite,19699.77,3948.08,12321.72,35969.57
Oncology Treatment,USA,Private,Radiotherapy,15.0,Istanbul,Semi-Private,62635.71,2807.92,2971.25,68414.87
Oncology Treatment,Germany,Private,Chemotherapy,13.0,Bangkok,Private,31910.77,865.04,5312.73,38088.55
Spinal Fusion,UAE,Premium International,Radiotherapy,44.0,Bangkok,Private,8535.62,1931.95,17900.49,28368.07
Dental Implants,Canada,Private,Chemotherapy,14.0,Singapore,Private,7380.69,2965.67,8438.5,18784.86
Cataract Surgery,UAE,Premium International,Non-Surgical,10.0,Singapore,VIP Suite,22785.74,1877.83,14864.33,39527.91
Knee Replacement,USA,Private,Non-Surgical,24.0,Singapore,General Ward,13185.22,4278.12,3933.71,21397.05
Heart Bypass,UK,Public,Surgical,34.0,Bangkok,Private,16756.27,2361.95,12869.18,31987.39
Cataract Surgery,France,Public,Chemotherapy,2.0,Singapore,Semi-Private,10127.8,2453.76,586.14,13167.7
Oncology Treatment,France,Premium International,Chemotherapy,12.0,Seoul,VIP Suite,89137.43,1851.99,17027.04,108016.45
Cataract Surgery,USA,Premium International,Chemotherapy,19.0,Bangkok,Private,8830.25,1785.14,7454.96,18070.35
Oncology Treatment,Australia,Public,Chemotherapy,21.0,Istanbul,General Ward,38401.1,937.64,2322.64,41661.38
Heart Bypass,UAE,Public,Non-Surgical,26.0,Dubai,Semi-Private,8494.12,929.92,7494.84,16918.88
Dental Implants,UAE,Public,Surgical,28.0,Dubai,Semi-Private,4898.96,1672.06,8652.12,15223.14
Dental Implants,Australia,Public,Chemotherapy,,Mumbai,General Ward,6871.72,2778.3,919.98,10570.0
Knee Replacement,Australia,Premium International,Surgical,12.0,Istanbul,Semi-Private,6099.38,1680.41,2592.8,10372.59
Oncology Treatment,UAE,Premium International,Radiotherapy,17.0,Singapore,Semi-Private,89462.86,2268.44,5159.89,96891.19
Heart Bypass,France,Public,Non-Surgical,34.0,Bangkok,General Ward,35126.0,2910.29,3401.59,41437.88
Heart Bypass,UK,Premium International,Surgical,32.0,Dubai,General Ward,21775.18,1190.96,4744.25,27710.4
Knee Replacement,Australia,Public,Chemotherapy,27.0,Istanbul,Private,5281.98,1928.15,9359.41,16569.54
Cataract Surgery,UAE,Public,Surgical,15.0,Bangkok,General Ward,10810.85,810.19,1416.06,13037.11
Heart Bypass,Germany,Private,Radiotherapy,24.0,Singapore,Semi-Private,19224.64,1721.15,7273.43,28219.22
Cataract Surgery,France,Private,Non-Surgical,20.0,Istanbul,Semi-Private,4567.65,890.79,4182.13,9640.58
Oncology Treatment,UK,Private,Non-Surgical,4.0,Bangkok,General Ward,38190.33,681.97,424.73,39297.03
Spinal Fusion,UK,Public,Surgical,21.0,Seoul,Private,15145.7,3111.41,13009.61,31266.72
Cataract Surgery,France,Public,Non-Surgical,18.0,Dubai,General Ward,3050.79,1902.07,2783.29,7736.16
Cataract Surgery,UK,Public,Radiotherapy,15.0,Kuala Lumpur,Private,14751.21,2623.81,6025.22,23400.23
Spinal Fusion,Germany,Public,Radiotherapy,17.0,Dubai,General Ward,12344.22,2197.99,2612.45,17154.66
Spinal Fusion,Australia,Premium International,Surgical,43.0,Dubai,General Ward,25196.46,960.69,6499.02,32656.17
Knee Replacement,Australia,Public,Surgical,21.0,Singapore,Private,8059.98,879.18,12787.73,21726.89
Cataract Surgery,Germany,Premium International,Chemotherapy,23.0,Singapore,General Ward,6510.26,807.9,3404.21,10722.36
Cataract Surgery,UK,Premium International,Radiotherapy,22.0,Kuala Lumpur,VIP Suite,6009.1,2291.11,22453.97,30754.18
Knee Replacement,UAE,Public,Radiotherapy,11.0,Mumbai,Private,4802.17,1276.14,4373.66,10451.97
Cosmetic Surgery,France,Public,Radiotherapy,21.0,Istanbul,Semi-Private,10847.98,3083.28,4342.82,18274.08
Spinal Fusion,France,Premium International,Surgical,42.0,Dubai,Semi-Private,20014.44,1342.06,12869.42,34225.92
Oncology Treatment,France,Private,Radiotherapy,2.0,Bangkok,VIP Suite,76365.47,557.91,1961.9,78885.28
Dental Implants,UK,Public,Radiotherapy,20.0,Dubai,General Ward,7219.91,1000.11,3129.33,11349.35
Spinal Fusion,Germany,Premium International,Surgical,10.0,Dubai,VIP Suite,19207.96,2079.08,15496.19,36783.23
Oncology Treatment,Germany,Public,Chemotherapy,7.0,Dubai,VIP Suite,11021.07,2342.31,10806.22,24169.59
Knee Replacement,Germany,Premium International,Chemotherapy,6.0,Kuala Lumpur,VIP Suite,13580.08,806.56,6036.46,20423.1
Heart Bypass,France,Private,Radiotherapy,8.0,Dubai,Private,45482.64,1567.48,5156.8,52206.92
Spinal Fusion,UAE,Public,Non-Surgical,43.0,Bangkok,Private,12752.99,2815.02,15835.23,31403.24
Heart Bypass,Canada,Public,Surgical,26.0,Bangkok,Private,25888.3,4168.73,10716.78,40773.82
Heart Bypass,USA,Private,Surgical,19.0,Kuala Lumpur,General Ward,18280.07,3923.49,1717.01,23920.56
Cataract Surgery,UAE,Public,Chemotherapy,12.0,Dubai,General Ward,9319.27,1913.94,1704.2,12937.42
Heart Bypass,Canada,Private,Radiotherapy,16.0,Mumbai,General Ward,34529.97,1417.73,1704.05,37651.75
Heart Bypass,USA,Private,Non-Surgical,25.0,Kuala Lumpur,VIP Suite,17141.19,3509.46,22433.73,43084.38
Heart Bypass,France,Private,Surgical,22.0,Kuala Lumpur,Semi-Private,20241.67,1827.31,4610.33,26679.31
Knee Replacement,France,Private,Non-Surgical,9.0,Kuala Lumpur,Private,18357.31,1185.69,3395.99,22938.99
Cataract Surgery,Germany,Private,Surgical,25.0,Kuala Lumpur,Semi-Private,13299.85,916.53,5221.05,19437.43
Spinal Fusion,Germany,Public,Surgical,30.0,Dubai,General Ward,6927.0,2482.01,4560.14,13969.15
Cosmetic Surgery,UAE,Private,Surgical,1.0,Dubai,VIP Suite,13964.53,2765.88,1396.65,18127.06
Cataract Surgery,UAE,Premium International,Non-Surgical,4.0,Istanbul,Semi-Private,14282.21,675.66,,15803.07
Knee Replacement,France,Premium International,Surgical,9.0,Istanbul,Semi-Private,14235.48,755.81,1683.85,16675.14
Knee Replacement,USA,Premium International,Surgical,28.0,Singapore,Semi-Private,17694.38,1653.0,8282.0,27629.38
Cosmetic Surgery,UAE,Private,Surgical,9.0,Dubai,General Ward,16301.63,1683.63,1353.67,19338.93
Cataract Surgery,Germany,Private,Surgical,13.0,Seoul,Private,12850.73,2265.92,7688.73,22805.38
Cataract Surgery,UK,Public,Chemotherapy,21.0,Seoul,Semi-Private,12374.5,1481.81,6385.27,20241.58
Cataract Surgery,USA,Public,Chemotherapy,9.0,Istanbul,General Ward,5761.42,3994.28,909.89,10665.59
Knee Replacement,USA,Private,Chemotherapy,5.0,Singapore,VIP Suite,16629.75,4328.1,7218.27,28176.12
Oncology Treatment,France,Public,Radiotherapy,6.0,Singapore,General Ward,62424.15,1845.72,875.07,65144.95
Cataract Surgery,France,Public,Surgical,2.0,Istanbul,VIP Suite,10133.43,1021.97,1932.99,13088.39
Spinal Fusion,Australia,Premium International,Surgical,14.0,Istanbul,VIP Suite,4063.27,2317.16,13971.24,20351.67
Knee Replacement,USA,Private,Radiotherapy,15.0,Mumbai,Private,10242.52,2036.86,6557.31,18836.69
Knee Replacement,UAE,Premium International,Surgical,29.0,Seoul,Semi-Private,24437.75,2281.44,8912.51,35631.7
Cataract Surgery,Canada,Private,Chemotherapy,13.0,Seoul,General Ward,13571.47,2525.64,1961.57,18058.68
Cosmetic Surgery,UK,Private,Radiotherapy,19.0,Istanbul,Semi-Private,4271.54,2578.3,3597.8,10447.64
Spinal Fusion,UAE,Public,Radiotherapy,17.0,Kuala Lumpur,General Ward,12440.46,1116.3,1714.56,15271.32
Heart Bypass,UK,Public,Radiotherapy,31.0,Mumbai,VIP Suite,36900.05,923.18,32084.46,69907.7
Heart Bypass,Germany,Premium International,Non-Surgical,34.0,Istanbul,Semi-Private,12473.36,2524.3,5964.27,20961.93
Dental Implants,France,Premium International,Non-Surgical,11.0,Mumbai,Semi-Private,7605.9,915.32,2237.68,10758.9
Cosmetic Surgery,Germany,Public,Surgical,9.0,Dubai,Semi-Private,8557.32,2767.56,2843.79,14168.66
Heart Bypass,France,Public,Radiotherapy,17.0,Istanbul,Semi-Private,25689.5,2632.89,3633.09,31955.48
Dental Implants,UK,Private,Chemotherapy,21.0,Kuala Lumpur,General Ward,7485.22,2861.87,2230.34,12577.43
Oncology Treatment,Australia,Premium International,Radiotherapy,8.0,Mumbai,Private,103537.44,1203.99,3289.99,108031.42
Dental Implants,France,Private,Radiotherapy,21.0,Dubai,Private,,1508.42,12443.11,21649.96
Knee Replacement,France,Premium International,Surgical,5.0,Dubai,Semi-Private,10014.79,517.63,1467.69,12000.11
Dental Implants,Germany,Public,Radiotherapy,22.0,Mumbai,Private,5549.81,640.1,8565.29,14755.19
Cataract Surgery,UK,Private,Chemotherapy,12.0,Istanbul,Semi-Private,8646.81,2911.89,2338.21,13896.91
Cosmetic Surgery,Australia,Public,Radiotherapy,13.0,Mumbai,General Ward,7698.1,1036.09,1201.92,9936.12
Spinal Fusion,UK,Public,Radiotherapy,26.0,Dubai,Semi-Private,11271.18,2770.7,7178.64,21220.53
Knee Replacement,UK,Premium International,Surgical,14.0,Singapore,Private,24702.34,2939.9,8519.03,36161.27
Heart Bypass,France,Private,Chemotherapy,8.0,Bangkok,Semi-Private,15300.63,2161.2,1643.92,19105.75
Heart Bypass,Germany,Private,Chemotherapy,20.0,Seoul,VIP Suite,18406.0,2443.9,28296.58,49146.48
Oncology Treatment,USA,Private,Chemotherapy,15.0,Kuala Lumpur,VIP Suite,54346.7,757.11,15318.91,70422.72
Cataract Surgery,USA,Public,Surgical,1.0,Singapore,Semi-Private,14057.92,2460.42,279.93,16798.27
Oncology Treatment,Germany,Public,Radiotherapy,28.0,Kuala Lumpur,VIP Suite,29590.5,2690.43,30859.66,63140.59
Knee Replacement,Canada,Public,Non-Surgical,22.0,Istanbul,Private,6792.32,3964.08,8946.54,19702.93
Cosmetic Surgery,USA,Private,Chemotherapy,20.0,Seoul,VIP Suite,16628.79,4065.93,28904.52,49599.23
Cosmetic Surgery,UK,Premium International,Chemotherapy,28.0,Seoul,VIP Suite,15798.36,2249.94,40392.36,58440.66
Knee Replacement,Canada,Private,Surgical,23.0,Istanbul,VIP Suite,14299.75,1385.19,22407.51,38092.44
Oncology Treatment,Germany,Public,Chemotherapy,7.0,Kuala Lumpur,Semi-Private,54650.71,2663.06,1332.29,58646.06
Oncology Treatment,USA,Private,Surgical,23.0,Dubai,Private,35113.72,1419.72,12884.83,49418.28
Cataract Surgery,Germany,Premium International,Surgical,26.0,Bangkok,Private,25699.41,2025.45,10683.92,38408.77
Cataract Surgery,France,Premium International,Radiotherapy,11.0,Bangkok,VIP Suite,26237.35,2215.3,11446.63,39899.27
Oncology Treatment,France,Premium International,Radiotherapy,26.0,Singapore,VIP Suite,53881.99,2152.08,37414.19,93448.26
Cosmetic Surgery,Canada,Public,Chemotherapy,2.0,Singapore,General Ward,6619.66,2900.04,299.63,9819.33
Cosmetic Surgery,Australia,Private,Chemotherapy,22.0,Kuala Lumpur,VIP Suite,17094.89,2315.52,20069.4,39479.81
Knee Replacement,USA,Private,Non-Surgical,25.0,Bangkok,Semi-Private,10221.71,,4779.33,18241.4
Dental Implants,UK,Private,Surgical,28.0,Kuala Lumpur,Private,7968.8,1481.89,11002.03,20452.72
Cosmetic Surgery,France,Private,Non-Surgical,20.0,Mumbai,Private,20209.21,1462.62,7995.89,29667.72
Spinal Fusion,UK,Private,Non-Surgical,16.0,Kuala Lumpur,General Ward,9613.85,659.49,1477.31,11750.64
Spinal Fusion,France,Premium International,Non-Surgical,32.0,Mumbai,Semi-Private,6515.91,1026.76,5785.11,13327.78
Knee Replacement,Germany,Premium International,Chemotherapy,25.0,Seoul,Semi-Private,23264.11,2098.13,7478.94,32841.17
Cosmetic Surgery,UAE,Public,Surgical,12.0,Seoul,VIP Suite,12413.34,1601.25,16154.58,30169.17
Cataract Surgery,UAE,Premium International,Radiotherapy,13.0,Singapore,Semi-Private,28170.6,1179.61,3868.75,33218.96
Knee Replacement,UAE,Public,Surgical,29.0,Seoul,General Ward,7561.23,1823.45,4368.86,13753.55
Cataract Surgery,UK,Private,Surgical,14.0,Kuala Lumpur,VIP Suite,16974.25,1044.37,14089.54,32108.17
Cosmetic Surgery,UK,Premium International,Non-Surgical,9.0,Singapore,Private,11929.05,1092.77,5541.34,18563.16
Spinal Fusion,UAE,Premium International,Radiotherapy,31.0,Kuala Lumpur,Semi-Private,7316.99,2866.0,5848.48,16031.47
Heart Bypass,Australia,Private,Non-Surgical,9.0,Dubai,Private,33403.38,1067.02,5375.75,39846.15
Dental Implants,UAE,Premium International,Radiotherapy,7.0,Kuala Lumpur,General Ward,2606.46,2345.11,699.56,5651.13
Oncology Treatment,Canada,Premium International,Non-Surgical,21.0,Istanbul,VIP Suite,19492.09,2480.07,20768.42,42740.58
Dental Implants,UK,Public,Radiotherapy,19.0,Kuala Lumpur,Semi-Private,4079.22,2280.42,3831.34,10190.98
Knee Replacement,USA,Private,Radiotherapy,5.0,Kuala Lumpur,General Ward,10750.7,4130.21,448.2,15329.11
Heart Bypass,Germany,Public,Radiotherapy,25.0,Istanbul,VIP Suite,43371.13,752.17,26418.94,70542.24
Heart Bypass,Canada,Private,Non-Surgical,24.0,Bangkok,General Ward,32989.15,,2356.29,38692.94
Knee Replacement,Canada,Premium International,Chemotherapy,29.0,Seoul,VIP Suite,23107.24,4093.7,41251.4,68452.34
Dental Implants,Canada,Private,Non-Surgical,12.0,Kuala Lumpur,VIP Suite,5356.72,1555.52,11857.52,18769.76
Cataract Surgery,France,Private,Radiotherapy,12.0,Seoul,VIP Suite,4156.58,1588.78,18470.31,24215.66
Heart Bypass,Australia,Private,Non-Surgical,16.0,Mumbai,General Ward,47932.76,2713.11,1475.03,52120.89
Heart Bypass,Canada,Public,Radiotherapy,43.0,Dubai,Private,26399.3,3887.16,24035.07,54321.53
Knee Replacement,France,Private,Radiotherapy,27.0,Seoul,General Ward,5864.31,1267.33,4043.84,11175.49
Heart Bypass,USA,Private,Radiotherapy,38.0,Istanbul,Semi-Private,33006.28,800.15,8345.16,42151.59
Spinal Fusion,France,Private,Radiotherapy,14.0,Seoul,General Ward,17365.07,990.57,2133.05,20488.69
Heart Bypass,Germany,Private,Surgical,44.0,Seoul,Private,47986.61,2192.3,27619.1,77798.01
Oncology Treatment,UK,Premium International,Radiotherapy,5.0,Bangkok,General Ward,16834.9,941.24,522.59,18298.73
Dental Implants,France,Private,Non-Surgical,16.0,Mumbai,Semi-Private,2742.17,880.31,2989.45,6611.93
Heart Bypass,Canada,Private,Radiotherapy,9.0,Mumbai,General Ward,47368.53,2753.09,946.98,51068.6
Oncology Treatment,UK,Premium International,Chemotherapy,20.0,Bangkok,General Ward,80587.04,2022.74,1888.9,84498.69
Cosmetic Surgery,France,Premium International,Radiotherapy,11.0,Kuala Lumpur,Private,12915.1,1313.39,4618.13,18846.62
Dental Implants,UK,Premium International,Radiotherapy,10.0,Singapore,VIP Suite,,2131.28,14920.57,20478.32
Heart Bypass,France,Private,Non-Surgical,9.0,Seoul,General Ward,51684.21,817.06,1291.18,53792.45
Knee Replacement,France,Private,Non-Surgical,10.0,Bangkok,Semi-Private,10223.68,881.25,2171.96,13276.9
Dental Implants,Australia,Public,Chemotherapy,28.0,Bangkok,General Ward,6956.0,2751.45,2809.46,12516.91
Cosmetic Surgery,USA,Private,Non-Surgical,1.0,Kuala Lumpur,VIP Suite,9931.13,2858.45,1076.53,13866.11
Cataract Surgery,Germany,Private,Non-Surgical,15.0,Bangkok,VIP Suite,8608.5,2139.7,14639.1,25387.3
Cosmetic Surgery,France,Premium International,Radiotherapy,28.0,Istanbul,Private,22560.52,1793.71,10762.87,35117.1
Oncology Treatment,Canada,Premium International,Surgical,19.0,Kuala Lumpur,VIP Suite,83288.19,3959.33,18987.52,106235.04
Heart Bypass,Germany,Private,Non-Surgical,32.0,Istanbul,General Ward,29688.19,2561.47,3424.55,35674.21
Heart Bypass,France,Public,Non-Surgical,11.0,Istanbul,Private,43210.83,603.55,4681.39,48495.77
Dental Implants,Germany,Public,Chemotherapy,19.0,Seoul,Private,5875.29,2726.26,11858.21,20459.76
Cataract Surgery,France,Premium International,Surgical,3.0,Kuala Lumpur,General Ward,7943.96,1350.19,296.85,9591.0
Dental Implants,Canada,Public,Chemotherapy,29.0,Istanbul,VIP Suite,1905.44,788.92,27325.94,30020.29
Knee Replacement,UAE,Premium International,Surgical,3.0,Seoul,Semi-Private,13802.93,2752.74,861.05,17416.72
Oncology Treatment,Germany,Premium International,Surgical,26.0,Mumbai,General Ward,87306.29,1049.89,2654.68,91010.86
Spinal Fusion,France,Premium International,Surgical,41.0,Bangkok,Private,22253.58,936.71,16876.87,40067.16
Cosmetic Surgery,Australia,Public,Non-Surgical,1.0,Mumbai,Private,12996.98,,428.76,15213.19
Spinal Fusion,Canada,Private,Radiotherapy,23.0,Mumbai,VIP Suite,2772.06,1179.35,23170.7,27122.11
Dental Implants,UK,Private,Chemotherapy,15.0,Kuala Lumpur,Semi-Private,8956.31,1725.19,2795.95,13477.45
Cosmetic Surgery,Germany,Premium International,Chemotherapy,11.0,Singapore,Semi-Private,27171.56,2040.57,3227.3,32439.43
Heart Bypass,UK,Public,Non-Surgical,23.0,Bangkok,Private,38700.03,2502.84,8443.79,49646.66
Cataract Surgery,France,Premium International,Surgical,4.0,Singapore,General Ward,8298.26,773.15,614.01,9685.42
Cosmetic Surgery,UK,Private,Surgical,9.0,Istanbul,Semi-Private,5158.89,1094.28,1731.29,7984.45
Heart Bypass,Germany,Public,Chemotherapy,19.0,Mumbai,General Ward,41661.17,1936.65,1834.26,45432.09
Knee Replacement,Canada,Private,Non-Surgical,1.0,Bangkok,General Ward,15022.03,1168.28,101.62,16291.93
Cosmetic Surgery,Germany,Private,Non-Surgical,19.0,Bangkok,Private,16002.23,1582.29,7343.87,24928.39
Cataract Surgery,France,Private,Radiotherapy,8.0,Kuala Lumpur,VIP Suite,9773.41,913.21,7617.66,18304.29
Spinal Fusion,Canada,Premium International,Non-Surgical,17.0,Kuala Lumpur,General Ward,22682.53,2785.5,1600.33,27068.35
Oncology Treatment,UK,Private,Non-Surgical,28.0,Bangkok,Private,67923.24,2553.37,11726.08,82202.69
Dental Implants,France,Premium International,Non-Surgical,26.0,Kuala Lumpur,General Ward,7665.77,1025.55,2687.3,11378.62
Heart Bypass,Germany,Premium International,Radiotherapy,16.0,Bangkok,General Ward,47729.63,1578.28,1563.61,50871.53
Heart Bypass,Germany,Premium International,Non-Surgical,18.0,Mumbai,VIP Suite,83189.77,2285.91,17787.93,103263.61
Heart Bypass,UAE,Premium International,Radiotherapy,9.0,Mumbai,General Ward,73029.24,2412.99,866.01,76308.24
Oncology Treatment,Australia,Public,Non-Surgical,2.0,Seoul,Private,40552.11,1755.41,1108.59,43416.11
Cataract Surgery,France,Public,Surgical,6.0,Mumbai,Private,10796.26,624.05,2513.63,13933.94
Dental Implants,Germany,Public,Radiotherapy,26.0,Seoul,Private,4517.9,2761.79,17043.44,24323.13
Heart Bypass,UK,Premium International,Radiotherapy,24.0,Singapore,VIP Suite,34798.46,881.83,37618.68,73298.97
Oncology Treatment,France,Public,Chemotherapy,9.0,Dubai,Semi-Private,52280.37,618.37,2841.97,55740.71
Spinal Fusion,UAE,Public,Surgical,39.0,Seoul,Private,4228.74,1084.74,25090.54,30404.02
Dental Implants,UAE,Private,Radiotherapy,29.0,Dubai,Semi-Private,5220.99,542.81,9101.39,14865.19
Cosmetic Surgery,UAE,Premium International,Surgical,14.0,Dubai,Semi-Private,5650.24,1872.62,4121.87,11644.74
Spinal Fusion,Australia,Private,Chemotherapy,21.0,Mumbai,Semi-Private,10360.92,2827.92,3833.6,17022.43
Dental Implants,UK,Private,Non-Surgical,16.0,Istanbul,General Ward,5986.46,551.58,1427.77,7965.82
Dental Implants,USA,Public,Surgical,4.0,Mumbai,General Ward,4208.48,2951.78,417.93,7578.19
Cosmetic Surgery,France,Public,Radiotherapy,3.0,Seoul,General Ward,11200.93,1543.63,458.64,13203.21
Cataract Surgery,Australia,Premium International,Surgical,29.0,Bangkok,General Ward,24205.68,617.28,2738.0,27560.95
Oncology Treatment,UAE,Private,Surgical,23.0,Dubai,Private,13499.07,2607.93,13561.53,29668.52
Dental Implants,Canada,Private,Radiotherapy,22.0,Kuala Lumpur,Private,8999.62,2224.16,8836.48,20060.26
Dental Implants,Australia,Premium International,Chemotherapy,9.0,Dubai,Private,3231.02,798.44,4794.31,8823.77
Heart Bypass,USA,Premium International,Chemotherapy,32.0,Istanbul,General Ward,72830.81,1699.72,3520.39,78050.92
Cataract Surgery,Germany,Public,Non-Surgical,21.0,Mumbai,Semi-Private,10116.43,1199.43,4124.09,15439.94
Cosmetic Surgery,USA,Public,Non-Surgical,27.0,Mumbai,Semi-Private,7165.04,2642.18,5612.44,15419.65
Dental Implants,Germany,Private,Chemotherapy,22.0,Kuala Lumpur,VIP Suite,4582.9,527.44,24332.03,29442.37
Cataract Surgery,Germany,Private,Non-Surgical,11.0,Singapore,General Ward,19778.46,2977.56,1509.83,24265.85
Knee Replacement,Australia,Premium International,Non-Surgical,4.0,Singapore,Private,5911.79,734.29,2245.55,8891.63
Cataract Surgery,Canada,Private,Radiotherapy,29.0,Istanbul,VIP Suite,10779.81,3821.3,30182.1,44783.2
Spinal Fusion,USA,Public,Surgical,9.0,Seoul,General Ward,12710.45,3445.59,1342.83,17498.87
Spinal Fusion,Australia,Public,Non-Surgical,20.0,Mumbai,VIP Suite,7864.37,1885.26,18477.22,28226.85
Heart Bypass,UK,Public,Surgical,30.0,Dubai,VIP Suite,27555.83,593.98,46657.02,74806.84
Dental Implants,UAE,Public,Surgical,11.0,Seoul,General Ward,5447.61,859.17,1570.82,7877.6
Dental Implants,Canada,Private,Radiotherapy,27.0,Seoul,Semi-Private,7214.17,1452.78,8368.8,17035.75
Heart Bypass,UAE,Public,Non-Surgical,25.0,Seoul,General Ward,38167.47,1218.15,3945.11,43330.73
Knee Replacement,USA,Premium International,Radiotherapy,13.0,Kuala Lumpur,Semi-Private,27118.48,3937.64,2482.69,33538.81
Cosmetic Surgery,Australia,Private,Chemotherapy,11.0,Istanbul,Semi-Private,12269.96,2421.55,2040.7,16732.21
Dental Implants,Australia,Premium International,Non-Surgical,25.0,Dubai,VIP Suite,3911.51,3018.82,35546.99,42477.32
Spinal Fusion,UK,Premium International,Chemotherapy,14.0,Istanbul,Private,14614.6,944.55,5845.71,21404.86
Spinal Fusion,Canada,Premium International,Non-Surgical,35.0,Dubai,General Ward,26451.11,3905.47,5454.42,35811.0
